Quality,Angle (degrees),Distance (mm),Rotation
1,168,319,0.9
1,169,330,0.9
1,170,329,0.9
1,172,331,0.9
1,173,330,0.9
1,175,332,0.9
1,176,335,0.9
1,177,351,0.9
1,178,309,0.9
1,179,341,0.9
1,0,1238,0.9
1,1,1235,0.9
1,2,1177,0.9
1,3,1188,0.9
1,4,1184,0.9
1,5,1197,0.9
1,6,1165,0.9
1,8,1062,0.9
1,9,957,0.9
1,11,856,0.9
1,12,766,0.9
1,13,764,0.9
1,14,735,0.9
1,15,683,0.9
1,16,672,0.9
1,17,628,0.9
1,18,596,0.9
1,19,589,0.9
1,20,555,0.9
1,21,525,0.9
1,22,519,0.9
1,23,489,0.9
1,25,466,0.9
1,26,440,0.9
1,27,439,0.9
1,28,414,0.9
1,29,404,0.9
1,30,403,0.9
1,31,389,0.9
1,32,376,0.9
1,33,375,0.9
1,35,352,0.9
1,37,342,0.9
1,39,339,0.9
1,40,327,0.9
1,41,322,0.9
1,42,319,0.9
1,43,312,0.9
1,44,306,0.9
1,47,296,0.9
1,48,296,0.9
1,58,136,0.9
1,59,137,0.9
1,134,502,0.9
1,135,503,0.9
1,136,484,0.9
1,137,483,0.9
1,138,485,0.9
1,139,486,0.9
1,140,487,0.9
1,141,488,0.9
1,142,484,0.9
1,143,481,0.9
1,144,375,0.9
1,145,342,0.9
1,146,334,0.9
1,147,278,0.9
1,148,295,0.9
1,149,307,0.9
1,150,305,0.9
1,151,278,0.9
1,152,311,0.9
1,153,293,0.9
1,154,272,0.9
1,155,289,0.9
1,156,316,0.9
1,157,273,0.9
1,158,297,0.9
1,159,331,0.9
1,161,332,0.9
1,162,369,0.9
1,163,350,0.9
1,164,403,0.9
1,165,372,0.9
1,166,378,0.9
1,168,414,0.9
1,169,413,0.9
1,171,385,0.9
1,172,386,0.9
1,173,388,0.9
1,174,394,0.9
1,175,389,0.9
1,176,384,0.9
1,177,390,0.9
1,178,383,0.9
1,179,385,0.9
1,0,1242,1.35
1,1,1231,1.35
1,2,1232,1.35
1,3,1221,1.35
1,4,1197,1.35
1,6,1182,1.35
1,7,1073,1.35
1,9,984,1.35
1,10,894,1.35
1,12,766,1.35
1,13,750,1.35
1,14,750,1.35
1,15,692,1.35
1,17,641,1.35
1,18,591,1.35
1,20,558,1.35
1,21,528,1.35
1,23,496,1.35
1,24,471,1.35
1,26,445,1.35
1,27,417,1.35
1,28,416,1.35
1,29,405,1.35
1,31,391,1.35
1,32,377,1.35
1,34,364,1.35
1,35,355,1.35
1,36,351,1.35
1,37,351,1.35
1,38,339,1.35
1,40,330,1.35
1,41,321,1.35
1,43,317,1.35
1,44,306,1.35
1,46,302,1.35
1,47,301,1.35
1,48,299,1.35
1,60,138,1.35
1,127,150,1.35
1,128,150,1.35
1,129,151,1.35
1,130,153,1.35
1,131,157,1.35
1,134,502,1.35
1,136,485,1.35
1,137,490,1.35
1,138,496,1.35
1,139,495,1.35
1,140,497,1.35
1,145,197,1.35
1,147,187,1.35
1,148,184,1.35
1,149,182,1.35
1,150,179,1.35
1,151,177,1.35
1,152,175,1.35
1,153,174,1.35
1,154,174,1.35
1,155,173,1.35
1,156,174,1.35
1,157,175,1.35
1,158,176,1.35
1,159,177,1.35
1,160,185,1.35
1,162,412,1.35
1,163,402,1.35
1,164,404,1.35
1,165,404,1.35
1,166,409,1.35
1,167,414,1.35
1,169,413,1.35
1,170,408,1.35
1,172,379,1.35
1,173,382,1.35
1,174,386,1.35
1,175,384,1.35
1,176,376,1.35
1,177,377,1.35
1,178,376,1.35
1,179,379,1.35
1,1,1228,1.35
1,2,1230,1.35
1,3,1215,1.35
1,4,1194,1.35
1,6,1186,1.35
1,7,1074,1.35
1,9,989,1.35
1,10,904,1.35
1,12,770,1.35
1,13,754,1.35
1,15,695,1.35
1,16,647,1.35
1,17,644,1.35
1,18,598,1.35
1,20,563,1.35
1,21,533,1.35
1,23,500,1.35
1,24,474,1.35
1,26,449,1.35
1,28,417,1.35
1,30,392,1.35
1,31,392,1.35
1,32,378,1.35
1,33,365,1.35
1,34,365,1.35
1,35,359,1.35
1,36,352,1.35
1,39,331,1.35
1,40,331,1.35
1,41,324,1.35
1,42,317,1.35
1,44,305,1.35
1,45,305,1.35
1,46,304,1.35
1,47,302,1.35
1,128,151,1.35
1,131,155,1.35
1,135,490,1.35
1,136,487,1.35
1,137,491,1.35
1,138,495,1.35
1,140,490,1.35
1,141,483,1.35
1,145,225,1.35
1,147,208,1.35
1,148,224,1.35
1,149,229,1.35
1,150,195,1.35
1,151,210,1.35
1,152,217,1.35
1,153,181,1.35
1,154,202,1.35
1,155,212,1.35
1,156,188,1.35
1,157,203,1.35
1,158,201,1.35
1,159,198,1.35
1,160,204,1.35
1,161,226,1.35
1,162,227,1.35
1,163,406,1.35
1,164,347,1.35
1,166,408,1.35
1,167,413,1.35
1,168,412,1.35
1,169,412,1.35
1,170,401,1.35
1,171,379,1.35
1,172,380,1.35
1,173,385,1.35
1,174,390,1.35
1,176,388,1.35
1,177,380,1.35
1,179,381,1.35
1,0,1244,1.8
1,1,1219,1.8
1,3,1194,1.8
1,4,1195,1.8
1,5,1187,1.8
1,6,1186,1.8
1,7,1076,1.8
1,8,999,1.8
1,9,996,1.8
1,10,919,1.8
1,12,781,1.8
1,13,753,1.8
1,15,703,1.8
1,16,654,1.8
1,18,607,1.8
1,19,572,1.8
1,21,540,1.8
1,22,505,1.8
1,23,503,1.8
1,24,478,1.8
1,26,452,1.8
1,27,418,1.8
1,29,405,1.8
1,30,393,1.8
1,32,380,1.8
1,33,367,1.8
1,35,363,1.8
1,36,351,1.8
1,38,340,1.8
1,39,333,1.8
1,41,327,1.8
1,42,317,1.8
1,44,305,1.8
1,45,306,1.8
1,47,302,1.8
1,48,298,1.8
1,60,138,1.8
1,127,150,1.8
1,128,151,1.8
1,129,151,1.8
1,130,152,1.8
1,131,154,1.8
1,135,493,1.8
1,136,490,1.8
1,137,493,1.8
1,138,495,1.8
1,140,491,1.8
1,141,485,1.8
1,143,481,1.8
1,144,480,1.8
1,145,478,1.8
1,146,478,1.8
1,147,470,1.8
1,148,463,1.8
1,150,466,1.8
1,151,461,1.8
1,153,457,1.8
1,154,460,1.8
1,155,459,1.8
1,156,459,1.8
1,157,415,1.8
1,158,407,1.8
1,159,393,1.8
1,160,381,1.8
1,162,373,1.8
1,163,367,1.8
1,165,359,1.8
1,166,356,1.8
1,167,355,1.8
1,168,352,1.8
1,169,355,1.8
1,170,358,1.8
1,172,360,1.8
1,173,366,1.8
1,174,372,1.8
1,175,435,1.8
1,176,380,1.8
1,177,392,1.8
1,178,411,1.8
1,179,447,1.8
1,1,1220,1.8
1,3,1197,1.8
1,4,1194,1.8
1,6,1187,1.8
1,7,1075,1.8
1,9,995,1.8
1,10,916,1.8
1,12,777,1.8
1,13,752,1.8
1,16,653,1.8
1,18,605,1.8
1,19,571,1.8
1,21,538,1.8
1,22,504,1.8
1,24,477,1.8
1,26,451,1.8
1,29,406,1.8
1,33,366,1.8
1,47,303,1.8
1,48,299,1.8
1,131,155,1.8
1,135,491,1.8
1,136,491,1.8
1,140,492,1.8
1,141,486,1.8
1,143,482,1.8
1,144,481,1.8
1,145,479,1.8
1,146,480,1.8
1,151,462,1.8
1,153,458,1.8
1,154,461,1.8
1,155,461,1.8
1,156,461,1.8
1,157,403,1.8
1,160,383,1.8
1,162,376,1.8
1,163,370,1.8
1,165,362,1.8
1,166,361,1.8
1,167,359,1.8
1,168,359,1.8
1,169,362,1.8
1,170,365,1.8
1,172,370,1.8
1,173,401,1.8
1,174,433,1.8
1,175,438,1.8
1,177,423,1.8
1,178,442,1.8
1,179,452,1.8
1,0,1199,2.25
1,1,1200,2.25
1,2,1177,2.25
1,3,1227,2.25
1,5,1198,2.25
1,6,1168,2.25
1,8,1064,2.25
1,9,962,2.25
1,11,871,2.25
1,12,765,2.25
1,14,737,2.25
1,15,684,2.25
1,17,632,2.25
1,18,586,2.25
1,19,585,2.25
1,20,558,2.25
1,22,524,2.25
1,23,495,2.25
1,25,466,2.25
1,26,432,2.25
1,28,414,2.25
1,29,403,2.25
1,31,390,2.25
1,32,376,2.25
1,33,376,2.25
1,34,365,2.25
1,35,351,2.25
1,36,351,2.25
1,37,344,2.25
1,38,336,2.25
1,39,335,2.25
1,40,327,2.25
1,41,317,2.25
1,42,317,2.25
1,43,315,2.25
1,44,306,2.25
1,45,305,2.25
1,46,301,2.25
1,47,296,2.25
1,59,138,2.25
1,61,137,2.25
1,129,151,2.25
1,130,153,2.25
1,135,502,2.25
1,136,493,2.25
1,138,483,2.25
1,139,496,2.25
1,140,490,2.25
1,142,484,2.25
1,143,482,2.25
1,145,480,2.25
1,146,476,2.25
1,148,467,2.25
1,149,462,2.25
1,150,432,2.25
1,151,393,2.25
1,152,443,2.25
1,153,417,2.25
1,154,357,2.25
1,155,417,2.25
1,156,392,2.25
1,157,358,2.25
1,158,385,2.25
1,159,353,2.25
1,160,346,2.25
1,161,351,2.25
1,162,366,2.25
1,163,324,2.25
1,164,345,2.25
1,165,356,2.25
1,166,416,2.25
1,167,352,2.25
1,168,372,2.25
1,169,390,2.25
1,170,395,2.25
1,171,366,2.25
1,172,400,2.25
1,173,420,2.25
1,174,410,2.25
1,175,396,2.25
1,176,424,2.25
1,177,416,2.25
1,178,376,2.25
1,179,417,2.25
1,2,1179,2.25
1,3,1224,2.25
1,6,1175,2.25
1,7,1075,2.25
1,8,1070,2.25
1,9,967,2.25
1,11,880,2.25
1,12,764,2.25
1,14,740,2.25
1,15,687,2.25
1,17,635,2.25
1,18,587,2.25
1,20,557,2.25
1,21,525,2.25
1,22,525,2.25
1,23,497,2.25
1,24,470,2.25
1,25,468,2.25
1,26,437,2.25
1,31,389,2.25
1,34,364,2.25
1,35,352,2.25
1,37,346,2.25
1,40,328,2.25
1,41,318,2.25
1,43,316,2.25
1,129,150,2.25
1,134,502,2.25
1,137,483,2.25
1,138,484,2.25
1,139,495,2.25
1,140,489,2.25
1,142,483,2.25
1,146,320,2.25
1,147,320,2.25
1,149,308,2.25
1,150,307,2.25
1,151,282,2.25
1,152,295,2.25
1,153,292,2.25
1,154,305,2.25
1,155,280,2.25
1,156,289,2.25
1,157,300,2.25
1,159,375,2.25
1,160,357,2.25
1,161,409,2.25
1,162,406,2.25
1,163,404,2.25
1,165,407,2.25
1,166,410,2.25
1,167,421,2.25
1,168,410,2.25
1,169,403,2.25
1,170,407,2.25
1,172,414,2.25
1,174,432,2.25
1,176,437,2.25
1,177,442,2.25
1,179,450,2.25
1,1,1207,2.7
1,2,1173,2.7
1,4,1224,2.7
1,5,1192,2.7
1,6,1144,2.7
1,7,1131,2.7
1,8,1036,2.7
1,10,939,2.7
1,11,847,2.7
1,13,756,2.7
1,14,722,2.7
1,16,669,2.7
1,17,617,2.7
1,19,578,2.7
1,20,546,2.7
1,21,544,2.7
1,22,512,2.7
1,24,486,2.7
1,25,460,2.7
1,27,423,2.7
1,28,412,2.7
1,30,403,2.7
1,31,388,2.7
1,33,374,2.7
1,34,363,2.7
1,36,351,2.7
1,37,339,2.7
1,38,339,2.7
1,39,333,2.7
1,40,328,2.7
1,42,317,2.7
1,43,308,2.7
1,44,307,2.7
1,45,305,2.7
1,46,301,2.7
1,48,297,2.7
1,60,138,2.7
1,61,137,2.7
1,127,150,2.7
1,128,151,2.7
1,129,152,2.7
1,130,151,2.7
1,131,153,2.7
1,135,498,2.7
1,136,495,2.7
1,137,495,2.7
1,138,492,2.7
1,139,491,2.7
1,141,483,2.7
1,142,479,2.7
1,146,314,2.7
1,147,299,2.7
1,148,289,2.7
1,150,280,2.7
1,151,275,2.7
1,153,271,2.7
1,154,268,2.7
1,155,267,2.7
1,156,266,2.7
1,157,268,2.7
1,158,272,2.7
1,159,307,2.7
1,160,318,2.7
1,161,319,2.7
1,162,344,2.7
1,163,359,2.7
1,164,366,2.7
1,165,375,2.7
1,166,371,2.7
1,167,378,2.7
1,168,382,2.7
1,170,386,2.7
1,171,393,2.7
1,172,401,2.7
1,174,409,2.7
1,175,414,2.7
1,176,419,2.7
1,178,425,2.7
1,179,444,2.7
1,0,1245,2.7
1,1,1213,2.7
1,2,1175,2.7
1,3,1185,2.7
1,4,1202,2.7
1,5,1191,2.7
1,7,1092,2.7
1,8,1010,2.7
1,10,928,2.7
1,11,835,2.7
1,12,791,2.7
1,13,752,2.7
1,14,719,2.7
1,15,708,2.7
1,16,661,2.7
1,17,616,2.7
1,18,609,2.7
1,19,575,2.7
1,21,541,2.7
1,22,508,2.7
1,24,482,2.7
1,25,458,2.7
1,26,453,2.7
1,27,419,2.7
1,28,410,2.7
1,29,405,2.7
1,30,398,2.7
1,32,383,2.7
1,33,370,2.7
1,35,363,2.7
1,39,334,2.7
1,41,328,2.7
1,44,305,2.7
1,46,302,2.7
1,47,302,2.7
1,48,298,2.7
1,129,151,2.7
1,130,152,2.7
1,131,154,2.7
1,135,496,2.7
1,136,493,2.7
1,137,494,2.7
1,138,495,2.7
1,139,490,2.7
1,140,489,2.7
1,141,482,2.7
1,142,484,2.7
1,143,480,2.7
1,147,313,2.7
1,148,302,2.7
1,150,295,2.7
1,151,292,2.7
1,153,290,2.7
1,154,289,2.7
1,155,293,2.7
1,157,317,2.7
1,158,331,2.7
1,159,362,2.7
1,160,394,2.7
1,161,389,2.7
1,162,388,2.7
1,163,385,2.7
1,164,383,2.7
1,165,385,2.7
1,166,387,2.7
1,167,390,2.7
1,168,384,2.7
1,169,385,2.7
1,170,389,2.7
1,171,395,2.7
1,172,402,2.7
1,173,402,2.7
1,175,412,2.7
1,176,411,2.7
1,177,415,2.7
1,178,420,2.7
1,179,442,2.7
1,0,1243,3.15
1,1,1219,3.15
1,3,1196,3.15
1,4,1194,3.15
1,5,1188,3.15
1,6,1188,3.15
1,7,1076,3.15
1,8,998,3.15
1,9,996,3.15
1,10,918,3.15
1,12,778,3.15
1,13,752,3.15
1,15,703,3.15
1,16,654,3.15
1,18,606,3.15
1,19,572,3.15
1,21,538,3.15
1,22,504,3.15
1,23,503,3.15
1,24,478,3.15
1,26,452,3.15
1,27,418,3.15
1,29,406,3.15
1,30,393,3.15
1,32,380,3.15
1,33,367,3.15
1,35,363,3.15
1,36,351,3.15
1,38,339,3.15
1,39,333,3.15
1,41,327,3.15
1,42,317,3.15
1,44,305,3.15
1,45,306,3.15
1,47,302,3.15
1,48,299,3.15
1,60,138,3.15
1,127,150,3.15
1,128,151,3.15
1,130,152,3.15
1,131,154,3.15
1,135,490,3.15
1,137,492,3.15
1,138,495,3.15
1,140,491,3.15
1,141,486,3.15
1,143,482,3.15
1,144,481,3.15
1,145,479,3.15
1,146,481,3.15
1,147,472,3.15
1,148,466,3.15
1,150,467,3.15
1,151,435,3.15
1,153,405,3.15
1,154,395,3.15
1,155,401,3.15
1,156,385,3.15
1,157,385,3.15
1,159,382,3.15
1,160,379,3.15
1,162,380,3.15
1,163,384,3.15
1,164,397,3.15
1,166,408,3.15
1,167,419,3.15
1,168,424,3.15
1,170,424,3.15
1,171,400,3.15
1,173,406,3.15
1,174,411,3.15
1,176,397,3.15
1,177,406,3.15
1,178,421,3.15
1,0,1242,3.15
1,1,1213,3.15
1,2,1176,3.15
1,3,1189,3.15
1,4,1202,3.15
1,5,1189,3.15
1,7,1086,3.15
1,8,1006,3.15
1,10,926,3.15
1,11,818,3.15
1,12,786,3.15
1,14,715,3.15
1,15,705,3.15
1,16,660,3.15
1,18,610,3.15
1,19,574,3.15
1,21,541,3.15
1,22,507,3.15
1,24,481,3.15
1,25,458,3.15
1,26,453,3.15
1,27,419,3.15
1,28,407,3.15
1,29,405,3.15
1,30,397,3.15
1,31,386,3.15
1,32,381,3.15
1,33,370,3.15
1,34,364,3.15
1,39,334,3.15
1,40,328,3.15
1,41,328,3.15
1,45,305,3.15
1,46,302,3.15
1,48,298,3.15
1,135,493,3.15
1,137,494,3.15
1,140,492,3.15
1,142,483,3.15
1,143,483,3.15
1,144,482,3.15
1,145,481,3.15
1,147,476,3.15
1,148,469,3.15
1,150,466,3.15
1,151,438,3.15
1,153,410,3.15
1,154,401,3.15
1,156,398,3.15
1,157,389,3.15
1,159,386,3.15
1,160,383,3.15
1,161,383,3.15
1,163,385,3.15
1,164,391,3.15
1,165,408,3.15
1,167,424,3.15
1,168,429,3.15
1,169,432,3.15
1,170,429,3.15
1,171,412,3.15
1,172,423,3.15
1,173,411,3.15
1,174,416,3.15
1,175,404,3.15
1,177,414,3.15
1,178,429,3.15
1,179,432,3.15
1,0,1238,3.6
1,2,1232,3.6
1,3,1225,3.6
1,5,1199,3.6
1,6,1175,3.6
1,8,1071,3.6
1,9,975,3.6
1,11,880,3.6
1,12,766,3.6
1,14,740,3.6
1,15,683,3.6
1,17,635,3.6
1,18,588,3.6
1,19,587,3.6
1,20,558,3.6
1,22,525,3.6
1,23,493,3.6
1,25,464,3.6
1,26,436,3.6
1,28,414,3.6
1,29,403,3.6
1,31,391,3.6
1,32,377,3.6
1,34,364,3.6
1,35,351,3.6
1,37,346,3.6
1,38,339,3.6
1,40,329,3.6
1,41,318,3.6
1,42,317,3.6
1,43,316,3.6
1,44,306,3.6
1,46,298,3.6
1,58,135,3.6
1,59,136,3.6
1,61,138,3.6
1,128,150,3.6
1,129,151,3.6
1,130,153,3.6
1,131,153,3.6
1,135,500,3.6
1,136,479,3.6
1,138,477,3.6
1,139,475,3.6
1,140,484,3.6
1,142,482,3.6
1,143,480,3.6
1,145,479,3.6
1,146,479,3.6
1,147,479,3.6
1,149,469,3.6
1,150,471,3.6
1,151,398,3.6
1,152,418,3.6
1,154,389,3.6
1,155,382,3.6
1,156,384,3.6
1,157,374,3.6
1,158,374,3.6
1,159,379,3.6
1,161,384,3.6
1,162,386,3.6
1,163,409,3.6
1,164,382,3.6
1,165,401,3.6
1,166,409,3.6
1,167,419,3.6
1,168,415,3.6
1,169,411,3.6
1,170,406,3.6
1,172,416,3.6
1,173,410,3.6
1,174,425,3.6
1,175,393,3.6
1,176,401,3.6
1,177,353,3.6
1,178,378,3.6
1,179,375,3.6
1,0,1243,3.6
1,1,1234,3.6
1,2,1233,3.6
1,3,1226,3.6
1,4,1223,3.6
1,5,1194,3.6
1,6,1164,3.6
1,7,1131,3.6
1,8,1046,3.6
1,9,964,3.6
1,10,937,3.6
1,11,846,3.6
1,13,760,3.6
1,14,730,3.6
1,15,715,3.6
1,16,668,3.6
1,17,626,3.6
1,18,618,3.6
1,19,580,3.6
1,20,551,3.6
1,21,543,3.6
1,22,515,3.6
1,23,489,3.6
1,24,481,3.6
1,25,454,3.6
1,27,425,3.6
1,28,415,3.6
1,29,409,3.6
1,30,402,3.6
1,31,389,3.6
1,32,380,3.6
1,33,375,3.6
