Quality,Angle (degrees),Distance (mm),Rotation
1,27,1017,0.0
1,30,926,0.0
1,46,110,0.0
1,47,108,0.0
1,48,109,0.0
1,49,110,0.0
1,50,112,0.0
1,52,118,0.0
1,148,876,0.0
1,149,932,0.0
1,152,1000,0.0
1,153,1036,0.0
1,154,1063,0.0
1,155,839,0.0
1,156,1180,0.0
1,157,1219,0.0
1,161,1345,0.0
1,162,1446,0.0
1,165,1870,0.0
1,168,1280,0.0
1,169,1278,0.0
1,172,414,0.0
1,177,413,0.0
1,179,418,0.0
1,3,2668,0.0
1,9,2702,0.0
1,10,2699,0.0
1,12,2118,0.0
1,13,2092,0.0
1,14,1870,0.0
1,15,1712,0.0
1,16,1693,0.0
1,18,1449,0.0
1,19,1432,0.0
1,20,1335,0.0
1,21,1264,0.0
1,22,1242,0.0
1,24,1113,0.0
1,25,1101,0.0
1,27,1001,0.0
1,28,993,0.0
1,29,948,0.0
1,30,910,0.0
1,31,907,0.0
1,47,111,0.0
1,49,111,0.0
1,50,114,0.0
1,147,872,0.0
1,149,900,0.0
1,150,733,0.0
1,151,979,0.0
1,153,1025,0.0
1,154,1080,0.0
1,155,1129,0.0
1,156,1144,0.0
1,157,1196,0.0
1,160,1278,0.0
1,161,1253,0.0
1,164,1680,0.0
1,165,1841,0.0
1,175,412,0.0
1,177,425,0.0
1,0,2669,0.0
1,3,2673,0.0
1,4,2671,0.0
1,9,2642,0.0
1,11,2435,0.0
1,12,2148,0.0
1,14,1918,0.0
1,16,1600,0.0
1,17,1586,0.0
1,18,1462,0.0
1,19,1366,0.0
1,20,1358,0.0
1,21,1267,0.0
1,22,1200,0.0
1,23,1186,0.0
1,25,1066,0.0
1,26,1057,0.0
1,28,965,0.0
1,29,957,0.0
1,31,881,0.0
1,32,878,0.0
1,41,174,0.0
1,48,112,0.0
1,50,113,0.0
1,51,116,0.0
1,134,158,0.0
1,147,878,0.0
1,148,896,0.0
1,151,326,0.0
1,152,664,0.0
1,154,1062,0.0
1,155,1121,0.0
1,157,1190,0.0
1,158,1246,0.0
1,162,1448,0.0
1,163,1628,0.0
1,168,1271,0.0
1,169,1286,0.0
1,171,408,0.0
1,176,413,0.0
1,177,417,0.0
1,179,430,0.0
1,9,2681,0.0
1,10,2581,0.0
1,12,2250,0.0
1,14,1824,0.0
1,15,1795,0.0
1,17,1523,0.0
1,18,1502,0.0
1,20,1312,0.0
1,21,1299,0.0
1,23,1158,0.0
1,24,1143,0.0
1,26,1035,0.0
1,27,1024,0.0
1,29,939,0.0
1,30,931,0.0
1,31,897,0.0
1,47,110,0.0
1,49,112,0.0
1,50,115,0.0
1,51,114,0.0
1,53,121,0.0
1,133,159,0.0
1,134,163,0.0
1,149,910,0.0
1,150,943,0.0
1,151,949,0.0
1,153,1046,0.0
1,155,1097,0.0
1,157,1218,0.0
1,159,1273,0.0
1,160,1304,0.0
1,161,1351,0.0
1,162,1434,0.0
1,163,1597,0.0
1,164,1716,0.0
1,165,1892,0.0
1,166,1916,0.0
1,174,413,0.0
1,179,417,0.0
1,6,2678,0.0
1,9,2703,0.0
1,10,2596,0.0
1,13,2058,0.0
1,14,1862,0.0
1,15,1704,0.0
1,16,1675,0.0
1,18,1443,0.0
1,19,1418,0.0
1,21,1254,0.0
1,22,1237,0.0
1,23,1168,0.0
1,24,1110,0.0
1,25,1098,0.0
1,30,911,0.0
1,31,902,0.0
1,48,110,0.0
1,53,118,0.0
1,148,874,0.0
1,149,328,0.0
1,151,324,0.0
1,153,675,0.0
1,154,1074,0.0
1,155,1131,0.0
1,156,1146,0.0
1,158,1269,0.0
1,159,1283,0.0
1,161,1255,0.0
1,162,1459,0.0
1,163,1656,0.0
1,164,1701,0.0
1,165,1857,0.0
1,177,424,0.0
1,178,411,0.0
1,179,409,0.0
1,5,2674,0.0
1,7,2688,0.0
1,9,2678,0.0
1,10,2557,0.0
1,11,2429,0.0
1,12,2191,0.0
1,14,1921,0.0
1,18,1482,0.0
1,19,1379,0.0
1,20,1359,0.0
1,21,1284,0.0
1,22,1209,0.0
1,23,1194,0.0
1,24,1133,0.0
1,26,1060,0.0
1,28,972,0.0
1,29,961,0.0
1,30,925,0.0
1,31,885,0.0
1,51,115,0.0
1,53,122,0.0
1,134,164,0.0
1,149,918,0.0
1,150,525,0.0
1,151,749,0.0
1,152,1011,0.0
1,153,1057,0.0
1,154,1065,0.0
1,155,1111,0.0
1,156,1170,0.0
1,158,1231,0.0
1,163,1622,0.0
1,166,1925,0.0
1,178,418,0.0
1,179,427,0.0
1,5,2681,0.0
1,9,2535,0.0
1,10,2668,0.0
1,11,2354,0.0
1,12,2102,0.0
1,13,2044,0.0
1,14,1855,0.0
1,15,1703,0.0
1,16,1666,0.0
1,17,1543,0.0
1,18,1440,0.0
1,20,1322,0.0
1,21,1251,0.0
1,23,1166,0.0
1,24,1112,0.0
1,25,1094,0.0
1,26,1041,0.0
1,27,997,0.0
1,28,986,0.0
1,31,900,0.0
1,150,626,0.0
1,151,325,0.0
1,152,324,0.0
1,154,1079,0.0
1,156,1148,0.0
1,157,1206,0.0
1,158,1271,0.0
1,159,1247,0.0
1,161,1298,0.0
1,164,1656,0.0
1,165,1852,0.0
1,168,1277,0.0
1,177,423,0.0
1,9,2691,0.0
1,10,2495,0.0
1,11,2437,0.0
1,12,2225,0.0
1,13,1984,0.0
1,14,1926,0.0
1,15,1778,0.0
1,16,1630,0.0
1,17,1588,0.0
1,18,1488,0.0
1,20,1367,0.0
1,21,1285,0.0
1,23,1192,0.0
1,24,1135,0.0
1,26,1061,0.0
1,27,1018,0.0
1,31,886,0.0
1,52,114,0.0
1,53,120,0.0
1,150,523,0.0
1,152,322,0.0
1,153,1052,0.0
1,154,1064,0.0
1,155,1107,0.0
1,156,1162,0.0
1,157,1220,0.0
1,158,1241,0.0
1,160,1295,0.0
1,161,1308,0.0
1,164,1762,0.0
1,165,1882,0.0
1,178,416,0.0
1,0,2662,0.0
1,9,2701,0.0
1,10,2679,0.0
1,11,2350,0.0
1,12,2110,0.0
1,14,1868,0.0
1,15,1706,0.0
1,16,1683,0.0
1,17,1551,0.0
1,18,1447,0.0
1,19,1421,0.0
1,21,1256,0.0
1,22,1236,0.0
1,24,1109,0.0
1,25,1097,0.0
1,27,998,0.0
1,28,991,0.0
1,31,905,0.0
1,52,119,0.0
1,53,119,0.0
1,150,526,0.0
1,154,1087,0.0
1,155,1132,0.0
1,156,1149,0.0
1,159,1280,0.0
1,161,1261,0.0
1,168,1279,0.0
1,171,410,0.0
1,177,427,0.0
1,4,2670,0.0
1,9,2648,0.0
1,11,2448,0.0
1,12,2153,0.0
1,14,1925,0.0
1,15,1745,0.0
1,17,1595,0.0
1,18,1465,0.0
1,20,1363,0.0
1,22,1202,0.0
1,23,1190,0.0
1,25,1065,0.0
1,28,963,0.0
1,52,115,0.0
1,53,124,0.0
1,150,922,0.0
1,154,1067,0.0
1,156,1172,0.0
1,158,1243,0.0
1,162,1447,0.0
1,163,1626,0.0
1,168,1270,0.0
1,177,416,0.0
1,179,428,0.0
1,10,2554,0.0
1,12,2220,0.0
1,13,1996,0.0
1,14,1827,0.0
1,15,1784,0.0
1,17,1525,0.0
1,18,1496,0.0
1,19,1392,0.0
1,20,1314,0.0
1,21,1292,0.0
1,23,1157,0.0
1,24,1141,0.0
1,25,1082,0.0
1,27,1021,0.0
1,30,928,0.0
1,32,882,0.0
1,41,173,0.0
1,50,118,0.0
1,150,326,0.0
1,151,634,0.0
1,152,658,0.0
1,153,1049,0.0
1,155,1106,0.0
1,156,1163,0.0
1,157,1217,0.0
1,158,1232,0.0
1,162,1366,0.0
1,163,1603,0.0
1,166,1934,0.0
1,178,415,0.0
1,179,422,0.0
1,9,2643,0.0
1,10,2600,0.0
1,11,2382,0.0
1,12,2142,0.0
1,13,1979,0.0
1,14,1902,0.0
1,15,1759,0.0
1,16,1632,0.0
1,17,1561,0.0
1,18,1476,0.0
1,19,1387,0.0
1,20,1321,0.0
1,21,1269,0.0
1,22,1214,0.0
1,32,883,0.0
1,43,102,0.0
1,44,106,0.0
1,45,104,0.0
1,46,106,0.0
1,47,105,0.0
1,49,116,0.0
1,135,161,0.0
1,149,925,0.0
1,150,939,0.0
1,151,538,0.0
1,152,1002,0.0
1,156,1135,0.0
1,157,1195,0.0
1,163,1604,0.0
1,165,1853,0.0
1,168,1273,0.0
1,7,2684,0.0
1,9,2621,0.0
1,10,2608,0.0
1,11,2375,0.0
1,12,2120,0.0
1,13,2016,0.0
1,14,1886,0.0
1,15,1743,0.0
1,17,1562,0.0
1,19,1404,0.0
1,23,1174,0.0
1,24,1127,0.0
1,25,1085,0.0
1,29,951,0.0
1,30,920,0.0
1,45,100,0.0
1,46,101,0.0
1,47,102,0.0
1,48,104,0.0
1,151,951,0.0
1,154,1066,0.0
1,156,1159,0.0
1,157,1181,0.0
1,161,1267,0.0
1,162,1439,0.0
1,163,1615,0.0
1,165,1836,0.0
1,166,1918,0.0
1,168,1282,0.0
1,179,421,0.0
1,9,2698,0.0
1,10,2556,0.0
1,11,2377,0.0
1,12,2199,0.0
1,13,2038,0.0
1,16,1664,0.0
1,17,1564,0.0
1,19,1411,0.0
1,20,1332,0.0
1,22,1232,0.0
1,23,1170,0.0
1,25,1093,0.0
1,26,1044,0.0
1,28,984,0.0
1,44,100,0.0
1,48,103,0.0
1,49,106,0.0
1,149,896,0.0
1,150,328,0.0
1,153,1012,0.0
1,154,1078,0.0
1,157,1207,0.0
1,158,1272,0.0
1,161,1272,0.0
1,163,1580,0.0
1,164,1689,0.0
1,165,1840,0.0
1,9,2669,0.0
1,10,2525,0.0
1,11,2427,0.0
1,13,1980,0.0
1,14,1929,0.0
1,15,1767,0.0
1,16,1626,0.0
1,18,1485,0.0
1,19,1381,0.0
1,20,1364,0.0
1,24,1134,0.0
1,25,1071,0.0
1,28,969,0.0
1,30,924,0.0
1,31,882,0.0
1,49,105,0.0
1,50,109,0.0
1,148,890,0.0
1,150,327,0.0
1,152,776,0.0
1,154,1055,0.0
1,156,1176,0.0
1,157,1224,0.0
1,162,1419,0.0
1,163,1617,0.0
1,179,420,0.0
1,5,2682,0.0
1,13,2034,0.0
1,15,1812,0.0
1,16,1667,0.0
1,17,1540,0.0
1,18,1506,0.0
1,19,1415,0.0
1,22,1234,0.0
1,30,906,0.0
1,31,898,0.0
1,149,890,0.0
1,153,1026,0.0
1,154,1070,0.0
1,157,1214,0.0
1,158,1279,0.0
1,161,1341,0.0
1,163,1579,0.0
1,164,1713,0.0
1,165,1866,0.0
1,177,428,0.0
1,0,2663,0.0
1,10,2703,0.0
1,11,2383,0.0
1,12,2111,0.0
1,13,2100,0.0
1,14,1885,0.0
1,15,1710,0.0
1,16,1710,0.0
1,19,1434,0.0
1,22,1243,0.0
1,24,1111,0.0
1,25,1104,0.0
1,26,1051,0.0
1,27,999,0.0
1,28,995,0.0
1,46,102,0.0
1,51,112,0.0
1,52,111,0.0
1,153,786,0.0
1,158,1256,0.0
1,161,1260,0.0
1,164,1674,0.0
1,165,1834,0.0
1,177,422,0.0
1,9,2646,0.0
1,11,2432,0.0
1,12,2168,0.0
1,13,1952,0.0
1,16,1610,0.0
1,17,1596,0.0
1,19,1372,0.0
1,22,1207,0.0
1,24,1126,0.0
1,25,1070,0.0
1,41,177,0.0
1,152,593,0.0
1,155,1124,0.0
1,156,1178,0.0
1,158,1238,0.0
1,162,1444,0.0
1,179,429,0.0
1,10,2522,0.0
1,12,2214,0.0
1,13,1982,0.0
1,16,1627,0.0
1,18,1492,0.0
1,22,1211,0.0
1,25,1077,0.0
1,50,108,0.0
1,51,111,0.0
1,152,548,0.0
1,153,1055,0.0
1,156,1167,0.0
1,157,1229,0.0
1,163,1606,0.0
1,179,423,0.0
1,10,2565,0.0
1,11,2288,0.0
1,12,2255,0.0
1,13,2006,0.0
1,15,1817,0.0
1,17,1518,0.0
1,18,1513,0.0
1,20,1318,0.0
1,21,1303,0.0
1,22,1228,0.0
1,23,1152,0.0
1,24,1148,0.0
1,26,1030,0.0
1,27,1026,0.0
1,29,936,0.0
1,30,936,0.0
1,48,105,0.0
1,152,723,0.0
1,153,324,0.0
1,156,1160,0.0
1,161,1327,0.0
1,162,1410,0.0
1,163,1594,0.0
1,164,1748,0.0
1,165,1874,0.0
1,166,1906,0.0
1,6,2677,0.0
1,9,2672,0.0
1,10,2636,0.0
1,11,2320,0.0
1,13,2057,0.0
1,14,1846,0.0
1,16,1677,0.0
1,19,1420,0.0
1,30,907,0.0
1,31,904,0.0
1,51,109,0.0
1,52,112,0.0
1,53,116,0.0
1,154,1098,0.0
1,157,1208,0.0
1,158,1276,0.0
1,159,1244,0.0
1,161,1323,0.0
1,163,1582,0.0
1,165,1851,0.0
1,168,1281,0.0
1,10,2451,0.0
1,11,2408,0.0
1,12,2177,0.0
1,13,1974,0.0
1,15,1744,0.0
1,16,1625,0.0
1,17,1576,0.0
1,19,1382,0.0
1,20,1354,0.0
1,22,1208,0.0
1,23,1187,0.0
1,26,1055,0.0
1,29,956,0.0
1,41,184,0.0
1,45,108,0.0
1,46,112,0.0
1,49,109,0.0
1,155,1118,0.0
1,160,1289,0.0
1,161,1263,0.0
1,162,1408,0.0
1,163,1602,0.0
1,164,1644,0.0
1,165,1842,0.0
1,176,414,0.0
