Quality,Angle (degrees),Distance (mm),Rotation
1,24,270,0.0
1,25,270,0.0
1,26,242,0.0
1,27,251,0.0
1,29,236,0.0
1,31,224,0.0
1,33,210,0.0
1,34,206,0.0
1,35,200,0.0
1,36,196,0.0
1,38,187,0.0
1,39,184,0.0
1,40,181,0.0
1,44,166,0.0
1,45,163,0.0
1,46,160,0.0
1,51,148,0.0
1,52,147,0.0
1,53,145,0.0
1,55,130,0.0
1,56,132,0.0
1,124,148,0.0
1,129,151,0.0
1,131,156,0.0
1,138,176,0.0
1,139,180,0.0
1,142,194,0.0
1,143,237,0.0
1,144,234,0.0
1,145,232,0.0
1,146,234,0.0
1,147,254,0.0
1,148,272,0.0
1,149,282,0.0
1,150,291,0.0
1,151,287,0.0
1,152,292,0.0
1,154,260,0.0
1,155,279,0.0
1,157,304,0.0
1,158,376,0.0
1,159,409,0.0
1,160,432,0.0
1,161,441,0.0
1,162,471,0.0
1,163,504,0.0
1,164,508,0.0
1,166,509,0.0
1,168,513,0.0
1,169,556,0.0
1,170,554,0.0
1,173,547,0.0
1,178,531,0.0
1,5,771,0.0
1,7,616,0.0
1,12,507,0.0
1,18,350,0.0
1,19,341,0.0
1,20,324,0.0
1,22,300,0.0
1,23,294,0.0
1,24,284,0.0
1,27,243,0.0
1,28,246,0.0
1,29,235,0.0
1,30,228,0.0
1,31,221,0.0
1,33,213,0.0
1,34,205,0.0
1,37,192,0.0
1,39,183,0.0
1,40,179,0.0
1,41,175,0.0
1,42,172,0.0
1,43,170,0.0
1,48,156,0.0
1,52,145,0.0
1,53,138,0.0
1,54,140,0.0
1,55,131,0.0
1,57,137,0.0
1,124,149,0.0
1,125,150,0.0
1,130,153,0.0
1,132,159,0.0
1,136,171,0.0
1,137,174,0.0
1,140,184,0.0
1,142,205,0.0
1,143,236,0.0
1,144,229,0.0
1,147,248,0.0
1,148,269,0.0
1,149,281,0.0
1,150,289,0.0
1,151,299,0.0
1,152,308,0.0
1,155,276,0.0
1,156,292,0.0
1,157,318,0.0
1,162,482,0.0
1,164,514,0.0
1,165,301,0.0
1,166,511,0.0
1,167,509,0.0
1,168,522,0.0
1,169,547,0.0
1,171,549,0.0
1,173,545,0.0
1,174,544,0.0
1,175,539,0.0
1,177,535,0.0
1,178,530,0.0
1,5,768,0.0
1,16,364,0.0
1,19,340,0.0
1,20,328,0.0
1,30,231,0.0
1,32,217,0.0
1,35,202,0.0
1,37,190,0.0
1,50,150,0.0
1,135,166,0.0
1,136,169,0.0
1,141,188,0.0
1,142,195,0.0
1,143,225,0.0
1,149,279,0.0
1,151,300,0.0
1,152,272,0.0
1,155,280,0.0
1,156,288,0.0
1,157,331,0.0
1,159,405,0.0
1,160,431,0.0
1,161,444,0.0
1,162,480,0.0
1,163,506,0.0
1,164,507,0.0
1,165,433,0.0
1,168,512,0.0
1,174,543,0.0
1,16,358,0.0
1,18,349,0.0
1,21,316,0.0
1,23,292,0.0
1,26,238,0.0
1,27,245,0.0
1,28,244,0.0
1,31,220,0.0
1,37,193,0.0
1,45,162,0.0
1,53,144,0.0
1,55,132,0.0
1,58,136,0.0
1,141,190,0.0
1,142,198,0.0
1,144,233,0.0
1,150,288,0.0
1,151,298,0.0
1,152,278,0.0
1,155,278,0.0
1,156,290,0.0
1,157,305,0.0
1,158,391,0.0
1,159,412,0.0
1,160,437,0.0
1,165,355,0.0
1,168,515,0.0
1,169,549,0.0
1,172,549,0.0
1,179,528,0.0
1,5,767,0.0
1,6,775,0.0
1,13,504,0.0
1,21,314,0.0
1,27,250,0.0
1,28,243,0.0
1,32,219,0.0
1,41,176,0.0
1,49,152,0.0
1,53,142,0.0
1,56,133,0.0
1,142,199,0.0
1,143,228,0.0
1,147,245,0.0
1,148,268,0.0
1,157,345,0.0
1,158,390,0.0
1,159,408,0.0
1,163,501,0.0
1,164,510,0.0
1,176,536,0.0
1,5,769,0.0
1,20,326,0.0
1,21,313,0.0
1,23,290,0.0
1,30,232,0.0
1,31,223,0.0
1,33,211,0.0
1,57,135,0.0
1,147,258,0.0
1,151,290,0.0
1,157,321,0.0
1,160,430,0.0
1,161,442,0.0
1,162,470,0.0
1,163,498,0.0
1,164,512,0.0
1,165,354,0.0
1,168,520,0.0
1,169,555,0.0
1,170,553,0.0
1,176,538,0.0
1,16,352,0.0
1,20,334,0.0
1,22,302,0.0
1,26,239,0.0
1,27,252,0.0
1,29,237,0.0
1,36,198,0.0
1,41,178,0.0
1,47,157,0.0
1,54,137,0.0
1,126,152,0.0
1,131,155,0.0
1,133,162,0.0
1,139,182,0.0
1,143,216,0.0
1,144,235,0.0
1,147,240,0.0
1,148,264,0.0
1,152,310,0.0
1,154,262,0.0
1,157,330,0.0
1,158,392,0.0
1,159,406,0.0
1,160,427,0.0
1,161,446,0.0
1,166,510,0.0
1,167,530,0.0
1,168,514,0.0
1,16,360,0.0
1,19,345,0.0
1,21,315,0.0
1,22,305,0.0
1,23,291,0.0
1,34,208,0.0
1,126,150,0.0
1,142,207,0.0
1,147,253,0.0
1,151,292,0.0
1,154,261,0.0
1,156,287,0.0
1,157,335,0.0
1,159,407,0.0
1,160,424,0.0
1,161,437,0.0
1,163,496,0.0
1,164,509,0.0
1,165,322,0.0
1,168,518,0.0
1,170,549,0.0
1,16,348,0.0
1,20,322,0.0
1,24,286,0.0
1,28,238,0.0
1,53,146,0.0
1,125,152,0.0
1,142,203,0.0
1,143,213,0.0
1,147,238,0.0
1,148,263,0.0
1,152,307,0.0
1,156,298,0.0
1,161,452,0.0
1,162,476,0.0
1,165,404,0.0
1,13,494,0.0
1,16,350,0.0
1,21,318,0.0
1,23,296,0.0
1,24,278,0.0
1,25,268,0.0
1,26,241,0.0
1,57,134,0.0
1,143,238,0.0
1,145,233,0.0
1,146,241,0.0
1,147,246,0.0
1,148,270,0.0
1,152,274,0.0
1,153,257,0.0
1,156,289,0.0
1,157,346,0.0
1,158,373,0.0
1,161,438,0.0
1,162,488,0.0
1,164,505,0.0
1,165,351,0.0
1,168,516,0.0
1,169,566,0.0
1,171,558,0.0
1,172,551,0.0
1,13,502,0.0
1,23,293,0.0
1,24,282,0.0
1,27,244,0.0
1,28,241,0.0
1,32,218,0.0
1,46,162,0.0
1,55,134,0.0
1,56,130,0.0
1,124,150,0.0
1,134,163,0.0
1,142,204,0.0
1,143,229,0.0
1,147,255,0.0
1,150,287,0.0
1,152,312,0.0
1,153,270,0.0
1,155,275,0.0
1,167,516,0.0
1,169,554,0.0
1,23,287,0.0
1,44,165,0.0
1,55,136,0.0
1,134,165,0.0
1,148,273,0.0
1,156,286,0.0
1,157,327,0.0
1,159,410,0.0
1,162,475,0.0
1,165,407,0.0
1,4,772,0.0
1,6,776,0.0
1,26,237,0.0
1,38,186,0.0
1,43,168,0.0
1,47,159,0.0
1,152,296,0.0
1,157,306,0.0
1,159,413,0.0
1,161,440,0.0
1,162,469,0.0
1,163,499,0.0
1,168,517,0.0
1,16,355,0.0
1,21,319,0.0
1,22,306,0.0
1,54,139,0.0
1,143,226,0.0
1,144,230,0.0
1,145,234,0.0
1,151,291,0.0
1,157,348,0.0
1,160,429,0.0
1,161,460,0.0
1,162,467,0.0
1,163,491,0.0
1,8,618,0.0
1,13,505,0.0
1,16,354,0.0
1,18,347,0.0
1,22,301,0.0
1,25,272,0.0
1,26,244,0.0
1,36,195,0.0
1,42,174,0.0
1,54,136,0.0
1,55,129,0.0
1,146,238,0.0
1,152,276,0.0
1,158,377,0.0
1,162,478,0.0
1,164,504,0.0
1,165,352,0.0
1,166,513,0.0
1,167,511,0.0
1,169,559,0.0
1,171,548,0.0
1,16,353,0.0
1,21,320,0.0
1,29,234,0.0
1,38,190,0.0
1,55,137,0.0
1,152,309,0.0
1,156,296,0.0
1,157,347,0.0
1,160,422,0.0
1,161,459,0.0
1,163,493,0.0
1,165,434,0.0
1,167,512,0.0
1,7,618,0.0
1,19,339,0.0
1,35,203,0.0
1,39,182,0.0
1,50,152,0.0
1,52,142,0.0
1,54,134,0.0
1,61,138,0.0
1,142,217,0.0
1,147,244,0.0
1,148,266,0.0
1,150,292,0.0
1,152,291,0.0
1,155,272,0.0
1,158,386,0.0
1,160,433,0.0
1,162,486,0.0
1,163,497,0.0
1,165,274,0.0
1,167,513,0.0
1,169,563,0.0
1,5,774,0.0
1,6,778,0.0
1,20,327,0.0
1,31,225,0.0
1,142,196,0.0
1,145,231,0.0
1,147,250,0.0
1,158,381,0.0
1,160,428,0.0
1,161,447,0.0
1,163,505,0.0
1,165,385,0.0
1,167,529,0.0
1,169,553,0.0
1,16,362,0.0
1,20,331,0.0
1,52,148,0.0
1,142,202,0.0
1,153,295,0.0
1,156,294,0.0
1,157,312,0.0
1,158,388,0.0
1,162,472,0.0
1,164,513,0.0
1,167,515,0.0
1,168,531,0.0
1,20,332,0.0
1,28,245,0.0
1,147,247,0.0
1,157,344,0.0
1,160,435,0.0
1,165,409,0.0
1,16,356,0.0
1,26,246,0.0
1,53,143,0.0
1,128,152,0.0
1,142,201,0.0
1,147,242,0.0
1,153,269,0.0
1,155,270,0.0
1,157,333,0.0
1,158,372,0.0
1,160,426,0.0
